"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7760","OMRS-3 Login with empty credentials @negative @login","webkit","2026-05-12","passed","2026-05-12","Authentication","","",""
"","7833","OMRS-4 Login with invalid username @negative @login","webkit","2026-05-12","passed","2026-05-12","Authentication","","",""
"","2654","OMRS-1 Login with valid credentials @positive @smoke @login","chromium","2026-05-12","passed","2026-05-12","Authentication","","",""
"","2700","OMRS-2 Login with invalid credentials @negative @login","chromium","2026-05-12","passed","2026-05-12","Authentication","","",""
"","9233","OMRS-1 Login with valid credentials @positive @smoke @login","webkit","2026-05-12","passed","2026-05-12","Authentication","","",""
"","6408","OMRS-4 Login with invalid username @negative @login","firefox","2026-05-12","passed","2026-05-12","Authentication","","",""
"","6968","OMRS-5 Login with invalid password @negative @login","firefox","2026-05-12","passed","2026-05-12","Authentication","","",""
"","2403","OMRS-3 Login with empty credentials @negative @login","chromium","2026-05-12","passed","2026-05-12","Authentication","","",""
"","8711","OMRS-2 Login with invalid credentials @negative @login","webkit","2026-05-12","passed","2026-05-12","Authentication","","",""
"","7516","OMRS-5 Login with invalid password @negative @login","webkit","2026-05-12","passed","2026-05-12","Authentication","","",""
"","2685","OMRS-4 Login with invalid username @negative @login","chromium","2026-05-12","passed","2026-05-12","Authentication","","",""
"","5326","OMRS-3 Login with empty credentials @negative @login","firefox","2026-05-12","passed","2026-05-12","Authentication","","",""
"","5623","OMRS-2 Login with invalid credentials @negative @login","firefox","2026-05-12","passed","2026-05-12","Authentication","","",""
"","2703","OMRS-5 Login with invalid password @negative @login","chromium","2026-05-12","passed","2026-05-12","Authentication","","",""
"","4819","OMRS-1 Login with valid credentials @positive @smoke @login","firefox","2026-05-12","passed","2026-05-12","Authentication","","",""
